,1,2,3,Import/Export_1,Import/Export_2,Import/Export_3
2165,862.5124199999999,1320.1479,10724.926818,2334.476624082705,1719.6885,2534.175
2166,818.5396886056242,1492.3638541213577,10676.027451474345,2614.804345682824,1734.0059128425403,2553.516
2167,896.9578761584121,2393.668075608961,10770.066698515264,3429.6765489370405,1815.252340528491,2613.87
2168,1106.0561232032692,3582.221252218356,11351.132760692106,4852.418496687491,1881.9334358416704,2678.0355
2169,1184.3776951328205,3622.8378890930844,11534.162219281196,5566.148100751403,1909.249692692475,2712.339
2170,1224.6390525795468,4384.118439832532,11629.86639619083,5815.943597963251,1960.063396367986,2727.4275000000002
2171,1267.0274027225842,5857.113642311875,11813.128579608301,5992.824877009933,1984.4524311657242,2727.4275000000002
2172,1297.8007081658068,6311.951139930409,11872.18203205711,6009.965344690003,1984.867471400609,2686.7295
2173,1304.7988854004082,6441.7285728033885,11657.98738055676,5776.98068373716,1976.107509515006,2637.4004999999997
2174,1255.4660868872236,5362.272733068721,10962.173435299712,5165.4883422811445,1953.0296505545887,2558.9339999999997
2175,1183.7970692419972,4370.736601957369,9978.25158765322,3942.9530968147196,1884.6715760113095,2501.982
2176,1024.7162588868348,3135.0751894736804,9267.42698737481,2434.3740139740253,1751.1189942909962,2510.5185
2177,810.8071241918849,1862.5627052414084,9017.07457346599,1663.715773381209,1678.2776937255328,2530.899
2178,743.63784,1312.4898,8770.197148500001,1435.17,1674.2414999999999,2552.0355
2179,751.60734,1345.4337,8555.6104605,1227.468,1686.1634999999999,2569.0139999999997
2180,764.8594799999998,1367.5035000000003,8317.0082535,1110.318,1693.7805,2576.3849999999998
2181,780.1609199999999,1382.7794999999999,8100.682592999999,1161.666,1688.967,2607.57
2182,799.51542,1381.6136999999999,7864.4684069999985,1219.482,1667.442,2609.9955
2183,811.3406399999999,1364.5086000000001,7725.565541999999,1319.736,1625.0745,2591.127
2184,840.88092,1347.3231,7569.877357499999,1326.9959999999999,1594.4385,2534.4269999999997
2185,885.1457999999999,1310.0175,7254.550152,1233.606,1534.5585,2469.5054999999998
2186,922.12428,1257.0539999999999,6878.414212500001,1114.3439999999998,1465.3410000000001,2384.3925
2187,967.96788,1176.1314,6454.878515999999,846.5160000000001,1431.2745,2173.2795
2188,1001.54604,1128.7557000000002,6097.551527999999,615.318,1430.4569999999999,1858.7205
2189,1007.90646,1083.3296999999998,5754.164506499999,443.3150195503291,1485.5910000000001,1507.464
2190,999.8627127469106,1161.9029086233145,5545.420114136275,682.3922859165765,1573.6886132557634,1267.7175
2191,981.7132515325484,1541.542946117877,5716.975585867789,1278.2385735952096,1712.9815141909519,1239.399
2192,1003.5304572248715,2478.2725413549406,6352.831131290772,1967.5286346550529,1848.962639680296,1072.764
2193,994.8482607842752,4021.172389332315,7279.440661798317,2464.2367330534976,1866.1779195302304,950.355
2194,960.379593295709,5557.809860558941,8007.624999783691,2754.6588234667815,1806.4739889625926,890.883
2195,915.4390132217577,6484.184450793827,8576.569932778237,2918.5514022257303,1787.579794475859,856.674
2196,849.8897116843441,6719.471400913437,8860.004636880149,3027.5222798159148,1761.5932122118313,878.1885
2197,773.609053655736,6610.895963038272,8873.315485937032,3014.1989185753414,1712.1767825685083,958.6395
2198,667.0794420122603,6174.105811918228,8624.462681432326,2806.4782207523594,1641.3682214006094,1068.2595
2199,556.8075014537314,4879.638314060463,7989.339811068368,2327.732658019629,1524.5367237929534,1076.5755000000001
2200,406.4768818371122,2551.2097492170515,7080.492637486069,1734.2621210603218,1314.1212051435405,942.2595
2201,256.695255512309,699.2605683666816,6504.844677751016,1349.376069981927,1036.4866844823837,970.9875000000001
2202,180.79379999999998,53.3052,6211.733004000001,1486.782,823.287,1024.7895
2203,169.3329,20.8839,5816.5533405000015,1605.252,683.0505,1085.679
2204,155.12442,6.251099999999999,5310.8855294999985,1641.4859999999999,559.5255,1132.1415
2205,150.34272,3.417,4770.318208500001,1653.6299999999999,468.93,1139.733
2206,151.73928,7.597799999999999,4333.187787000001,1594.5600000000002,402.3015,1132.6770000000001
2207,156.71832,14.6931,4012.9149374999993,1562.286,342.1515,1137.087
2208,163.01801999999998,24.0597,3811.3477215,1469.226,273.8265,1142.757
2209,166.98000000000002,40.4814,3661.8933074999995,1294.3919999999998,197.54850000000002,1144.2060000000001
2210,166.9041,69.4455,3499.2434714999995,1283.7,133.0635,1151.4195
2211,164.8548,114.63029999999999,3390.9830580000007,1184.898,101.3145,1193.9759999999999
2212,162.47154,156.9408,3227.9835645000003,1155.0,90.80699999999999,1209.1589999999999
2213,158.29704,198.8091,2905.776570621417,1066.0346014208258,82.812,1162.8855
2214,175.2209473036879,424.5070929969551,2512.9145543796285,1487.0777915820477,102.11701359286643,1139.7015000000001
2215,222.12700735428646,1166.0034301109176,2881.56976716158,2591.95882909898,166.27716093953927,1309.8015
2216,303.7715867354286,1964.5077788494957,3225.607445886651,3431.9842620835407,228.867305078295,1417.2165
2217,376.2593922292498,2501.5627492170515,2999.6844248533375,3886.4467457339306,281.64435760113076,1354.626
2218,419.78440671207557,2761.223578088303,2724.7100454304127,4050.2299134675022,365.6162834928225,1271.3715
2219,445.56949385423786,2536.3796598412373,2520.905200615904,4040.9548052659447,389.013403979991,1200.1185
2220,458.52423278777866,2045.2718874728114,2289.1086382913536,3783.6415406617557,383.5948247607652,1123.0065
2221,463.9683028432423,1623.7887626033103,2041.8781836207206,3443.379413144102,346.96334618312324,995.778
2222,428.26393908533663,1063.2920796107003,1692.6197008661645,2849.094319853499,260.07643654849954,827.883
2223,378.2122022341152,1080.350815484993,1330.6132264119565,2165.3923636494287,188.58601255980898,632.1419999999999
2224,289.30217867471055,662.8880411157025,845.1621379333724,1316.622011977737,110.52402028055698,485.69849999999997
2225,210.58070292692423,251.24439199652045,565.6955810583864,855.9829515646918,41.0942187364071,478.67400000000004
2226,173.34042,17.3463,542.3150565000001,783.882,22.683,497.3535
